Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments,Concatenated value
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,1386.8000000000002,0.010100000000000001,14.006680000000003,1.07,14.987147600000004,1,110.32000000000001,71,21,3,Spring-Birmingham-Collection
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1275,0.0079,10.072500000000002,2.1999999999999997,22.1595,6,213.35999999999999,92,14,2,Spring-Birmingham-Discount
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,824.8000000000002,0.01584,13.064832000000003,1.3109999999999997,17.127994752,3,89.03999999999998,59,5,9,Spring-Birmingham-Collection
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,624.8000000000001,0.015510000000000001,9.690648000000001,0.6784999999999999,6.575104668,5,282,73,2,7.5,Spring-Birmingham-Discount
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,890.6000000000001,0.01331,11.853886000000003,0.24000000000000005,2.844932640000001,5,116.19999999999999,44,4,9,Spring-Birmingham-Collection
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1515.8000000000002,0.00957,14.506206000000002,0.61,8.84878566,3,237,71,2,7,Spring-Birmingham-Discount
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1328.4,0.007200000000000002,9.564480000000003,1.2074999999999998,11.549109600000001,7,276,59,10,1.5,Spring-Birmingham-Collection
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,181.60000000000002,0.002299999999999999,0.4176799999999999,0.8624999999999996,0.3602489999999997,5,254.39999999999998,28,2,3,Spring-Birmingham-Discount
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1285.6000000000001,0.009899999999999999,12.72744,0.4399999999999998,5.600073599999997,3,144,20,15,4,Spring-Birmingham-Collection
Spring,2023-04-29 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1168.4,0.006300000000000001,7.360920000000002,0.00999999999999998,0.07360919999999986,4,132,54,2,3,Spring-Birmingham-Discount
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1711,0.0195,33.3645,1.288,42.973476,2,75.93599999999999,58,8,9,Spring-London-Collection
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1523.4,0.015899999999999997,24.22206,2.162,52.36809372,5,229.15200000000002,77,12,9,Spring-London-Discount
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2011,0.0079,15.8869,1.04,16.522376,2,127.12,61,36,3,Spring-London-Collection
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2050.2,0.009500000000000001,19.4769,1.46,28.436274,0,143.92000000000002,55,21,3,Spring-London-Discount
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1394.6000000000001,0.017380000000000003,24.238148000000006,0.011500000000000073,0.27873870200000184,7,138.59999999999997,45,1,6,Spring-London-Collection
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1051.2,0.011880000000000002,12.488256000000002,0.5519999999999999,6.893517312,5,228,106,8,4.5,Spring-London-Discount
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,1862.4,0.01683,31.344192000000003,1.0499999999999996,32.91140159999999,4,26,79,12,11,Spring-London-Collection
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,2256.2000000000003,0.010450000000000003,23.57729000000001,1.3399999999999999,31.593568600000008,6,264,101,10,12,Spring-London-Discount
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1418.4,0.016500000000000004,23.403600000000008,1.3109999999999995,30.6821196,3,51.6,36,10,1.5,Spring-London-Collection
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,959.8000000000002,0.015899999999999997,15.26082,0.8624999999999998,13.162457249999997,2,54,59,14,1.5,Spring-London-Discount
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1743.4,0.0058,10.11172,0.05,0.505586,0,0,56,16,1,Spring-London-Collection
Spring,2023-04-29 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1596.8000000000002,0.009399999999999999,15.00992,1.1399999999999997,17.111308799999993,5,170,46,18,4,Spring-London-Discount
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1419.2,0.018800000000000004,26.680960000000006,0.529,14.114227840000003,0,115.58399999999999,55,21,7.5,Spring-Manchester-Collection
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1168,0.0116,13.5488,1.541,20.878700799999997,0,336.84,68,14,4.5,Spring-Manchester-Discount
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1740.4,0.0132,22.973280000000003,0.9900000000000001,22.743547200000005,4,50.4,47,32,6,Spring-Manchester-Collection
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,2096.8,0.0081,16.984080000000002,1.0300000000000002,17.493602400000007,4,142.1,91,24,2,Spring-Manchester-Discount
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1668.4,0.0176,29.363840000000003,1.0234999999999996,30.053890239999994,7,19.2,48,5,12,Spring-Manchester-Collection
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,931.2,0.01947,18.130464000000003,1.978,35.86205779200001,2,153.6,73,4,6,Spring-Manchester-Discount
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,1857.4,0.013090000000000004,24.31336600000001,0.33999999999999986,8.266544439999999,1,16,35,20,0,Spring-Manchester-Collection
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1134,0.01155,13.0977,1.8499999999999999,24.230745,2,86,72,3,9,Spring-Manchester-Discount
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1414.4,0.0093,13.15392,0.4139999999999997,5.4457228799999955,5,192,57,1,4.5,Spring-Manchester-Collection
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,667.6000000000001,0.008799999999999999,5.87488,1.2649999999999995,7.431723199999997,8,504,15,6,1.5,Spring-Manchester-Discount
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1827.4,0.008199999999999999,14.984679999999999,0.14000000000000007,2.097855200000001,3,189,26,2,3,Spring-Manchester-Collection
Spring,2023-04-29 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,893.8000000000002,0.004600000000000001,4.111480000000001,0.11000000000000007,0.4522628000000004,1,46,68,15,3,Spring-Manchester-Discount
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,980.8000000000001,0.010300000000000002,10.102240000000002,1.104,11.152872960000003,0,55.776,28,0,6,Spring-Birmingham-Collection
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,893,0.0126,11.2518,1.0925,12.2925915,3,61.15199999999999,72,4,9,Spring-Birmingham-Discount
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2467,0.0108,26.643600000000003,0.6700000000000002,17.851212000000007,1,39.76,74,8,8,Spring-Birmingham-Collection
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1239.8000000000002,0.0078,9.670440000000001,1.79,17.310087600000003,4,246.95999999999998,70,2,5,Spring-Birmingham-Discount
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1258.8,0.015950000000000002,20.07786,0.17250000000000007,3.4634308500000017,2,48.71999999999999,35,5,7.5,Spring-Birmingham-Collection
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,287,0.01595,4.577649999999999,0.8049999999999999,3.685008249999999,4,278.4,56,3,7.5,Spring-Birmingham-Discount
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,1984.6,0.00957,18.992622,0.0199999999999999,0.3798524399999981,3,103.6,76,2,1,Spring-Birmingham-Collection
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1798.6,0.0062699999999999995,11.277221999999998,1.17,13.194349739999998,1,40,102,8,2,Spring-Birmingham-Discount
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,1231.6000000000001,0.011500000000000002,14.163400000000003,0.8739999999999997,12.378811599999997,6,177.6,58,4,3,Spring-Birmingham-Collection
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,767,0.008100000000000001,6.212700000000001,1.1039999999999996,6.858820799999998,8,403.2,17,3,4.5,Spring-Birmingham-Discount
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,895.4000000000001,0.010100000000000001,9.043540000000002,0.44999999999999973,4.0695929999999985,2,68,19,6,0,Spring-Birmingham-Collection
Spring,2023-04-30 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,768.2,0.005699999999999999,4.37874,0.9399999999999998,4.116015599999999,2,96,58,10,4,Spring-Birmingham-Discount
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1534.6,0.0195,29.924699999999998,0.33349999999999996,9.979887449999998,4,324.576,71,7,13.5,Spring-London-Collection
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1487,0.019499999999999997,28.996499999999994,2.2424999999999997,65.02465124999998,1,135.072,99,10,6,Spring-London-Discount
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2756.6,0.014700000000000001,40.522020000000005,0.69,27.960193800000003,1,174.72,54,32,6,Spring-London-Collection
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,1685,0.008799999999999999,14.827999999999998,0.87,12.900359999999997,2,129.92000000000002,54,24,4,Spring-London-Discount
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1411,0.018260000000000005,25.764860000000006,0.16100000000000003,4.148142460000002,2,48.71999999999999,69,4,12,Spring-London-Collection
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1589.8000000000002,0.018920000000000003,30.079016000000006,1.6789999999999998,50.502667864,2,175.2,83,5,12,Spring-London-Discount
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2095,0.01518,31.802100000000003,0.5499999999999998,17.491154999999996,6,11,42,9,2,Spring-London-Collection
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1275.4,0.013090000000000001,16.694986000000004,0.59,9.850041740000002,2,100,97,21,4,Spring-London-Discount
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1606.2,0.017099999999999997,27.466019999999997,0.22999999999999995,6.317184599999998,2,54,34,10,4.5,Spring-London-Collection
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,675.2,0.0158,10.668160000000002,0.045999999999999874,0.49073535999999873,6,306,34,5,0,Spring-London-Discount
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1468.6000000000001,0.0063999999999999994,9.39904,0.04,0.3759616,2,160,35,16,3,Spring-London-Collection
Spring,2023-04-30 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2306.2000000000003,0.0058,13.375960000000001,0.33999999999999986,4.547826399999998,1,50,58,20,5,Spring-London-Discount
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1402.4,0.020800000000000003,29.169920000000005,1.541,44.95084672000001,1,111.552,74,5,1.5,Spring-Manchester-Collection
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1404.8000000000002,0.0161,22.61728,1.541,34.85322848,6,36,73,20,9,Spring-Manchester-Discount
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1985.2,0.011200000000000002,22.234240000000003,1.02,22.678924800000004,0,145.04,79,45,0,Spring-Manchester-Collection
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1988.8000000000002,0.012499999999999999,24.86,1.0900000000000003,27.097400000000007,2,156.79999999999998,70,26,2,Spring-Manchester-Discount
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1102.8,0.016280000000000003,17.953584000000003,0.42549999999999977,7.639249991999997,3,115.91999999999999,23,8,13.5,Spring-Manchester-Collection
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,997.2,0.012650000000000003,12.614580000000004,1.2189999999999999,15.377173020000003,2,139.2,69,8,7.5,Spring-Manchester-Discount
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2490.6,0.014410000000000004,35.88954600000001,0.6999999999999997,25.122682199999996,3,30,37,15,7,Spring-Manchester-Collection
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1578.2,0.011440000000000002,18.054608000000005,0.48000000000000004,8.666211840000003,8,312,78,22,0,Spring-Manchester-Discount
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1318.8000000000002,0.014000000000000002,18.463200000000004,0.5634999999999997,10.404013199999996,3,120,56,5,7.5,Spring-Manchester-Collection
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,1008.6000000000001,0.0156,15.734160000000001,0.3449999999999999,5.4282851999999995,2,76.8,60,14,1.5,Spring-Manchester-Discount
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1755.4,0.004600000000000001,8.074840000000002,0.05,0.4037420000000001,1,49,59,18,5,Spring-Manchester-Collection
Spring,2023-04-30 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1766.2,0.007699999999999999,13.599739999999999,0.9699999999999999,13.191747799999996,5,295,14,8,2,Spring-Manchester-Discount
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1495.6000000000001,0.012400000000000001,18.545440000000003,1.4375,26.659070000000003,4,42.336,66,5,9,Spring-Birmingham-Collection
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,524,0.012799999999999999,6.707199999999999,1.61,10.798592,1,202.272,80,3,4.5,Spring-Birmingham-Discount
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,2023.4,0.0088,17.80592,0.24999999999999997,4.451479999999999,2,71.12,59,26,1,Spring-Birmingham-Collection
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1886.6,0.009999999999999998,18.865999999999996,0.91,17.168059999999997,2,73.92,92,8,8,Spring-Birmingham-Discount
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,759.2,0.013860000000000003,10.522512000000003,0.06899999999999988,0.7260533279999989,1,183.11999999999998,23,2,1.5,Spring-Birmingham-Collection
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,904.6000000000001,0.010339999999999998,9.353564,0.6784999999999999,6.346393173999999,1,68.39999999999999,83,7,0,Spring-Birmingham-Discount
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2068.6,0.01474,30.491163999999998,0.6299999999999997,19.209433319999988,2,92.39999999999999,67,2,5,Spring-Birmingham-Collection
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1187,0.011,13.056999999999999,0.9900000000000001,12.92643,3,108,73,9,2,Spring-Birmingham-Discount
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,799.6000000000001,0.010600000000000002,8.475760000000003,0.05750000000000008,0.48735620000000085,5,194.4,48,5,3,Spring-Birmingham-Collection
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,560,0.013399999999999999,7.504,0.7474999999999996,5.609239999999997,8,475.2,8,5,1.5,Spring-Birmingham-Discount
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1796.2000000000003,0.007299999999999999,13.112260000000001,0.15000000000000005,1.966839000000001,4,164,38,12,0,Spring-Birmingham-Collection
Spring,2023-05-01 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1583.6,0.0025000000000000005,3.9590000000000005,0.5699999999999997,2.256629999999999,6,240,43,4,1,Spring-Birmingham-Discount
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1642.4,0.016300000000000002,26.771120000000003,0.4025,10.775375800000003,2,260.06399999999996,40,24,9,Spring-London-Collection
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1647.4,0.0149,24.54626,1.38,33.873838799999994,7,125.66399999999997,59,6,6,Spring-London-Discount
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2433,0.0129,31.3857,0.9600000000000001,30.130272,2,182.56,49,9,5,Spring-London-Collection
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2238.4,0.0104,23.27936,0.5700000000000001,13.269235200000002,3,117.04,100,6,3,Spring-London-Discount
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1251.4,0.01837,22.988218000000003,1.035,23.79280563,4,52.919999999999995,50,3,7.5,Spring-London-Collection
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,1024.6000000000001,0.017710000000000004,18.145666000000006,2.323,42.15238211800001,6,489.59999999999997,60,14,19.5,Spring-London-Discount
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,2287.6,0.017380000000000003,39.75848800000001,0.6999999999999997,27.830941599999996,6,71.39999999999999,80,9,11,Spring-London-Collection
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1317.4,0.010780000000000001,14.201572000000002,0.52,7.384817440000002,7,532,108,27,7,Spring-London-Discount
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1103.8000000000002,0.010900000000000002,12.031420000000004,1.1154999999999997,13.42104901,3,75.6,41,0,4.5,Spring-London-Collection
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,1272,0.016,20.352,1.0349999999999997,21.064319999999995,2,63.599999999999994,32,8,7.5,Spring-London-Discount
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1666.6000000000004,0.005699999999999999,9.49962,0.13000000000000006,1.2349506000000006,0,0,60,4,6,Spring-London-Collection
Spring,2023-05-01 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1774.8000000000002,0.004199999999999999,7.454159999999999,0.9599999999999997,7.155993599999997,1,34,67,15,2,Spring-London-Discount
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Collection,1935.6000000000001,0.014900000000000002,28.840440000000005,0.7934999999999999,22.88488914,1,147.168,68,12,3,Spring-Manchester-Collection
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Facebook,Desktop,Discount,1312.8000000000002,0.013,17.0664,0.8164999999999999,13.934715599999999,1,9.6,83,14,12,Spring-Manchester-Discount
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1871.4,0.013000000000000003,24.328200000000006,0.9900000000000002,24.084918000000012,1,197.68,90,9,8,Spring-Manchester-Collection
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Facebook,Mobile,Discount,1540,0.013399999999999997,20.635999999999996,0.78,16.096079999999997,7,12,124,33,8,Spring-Manchester-Discount
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Collection,1516.6000000000001,0.018920000000000003,28.694072000000006,0.36799999999999994,10.559418496000001,2,27.599999999999998,41,18,6,Spring-Manchester-Collection
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Instagram,Desktop,Discount,988,0.02024,19.997120000000002,1.3915,27.825992480000004,1,36,58,15,10.5,Spring-Manchester-Discount
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Collection,2373.8,0.013640000000000003,32.37863200000001,0.2500000000000001,8.094658000000006,4,37,20,10,3,Spring-Manchester-Collection
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Instagram,Mobile,Discount,1419.4,0.0132,18.73608,1.76,32.9755008,3,138,80,15,10,Spring-Manchester-Discount
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,910.4000000000001,0.015200000000000002,13.838080000000003,1.1039999999999996,15.277240319999999,2,85.2,26,12,7.5,Spring-Manchester-Collection
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Desktop,Discount,916,0.011899999999999997,10.900399999999998,0.6439999999999998,7.019857599999996,7,352.8,57,7,7.5,Spring-Manchester-Discount
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Collection,1720.2,0.008800000000000002,15.137760000000004,0.46999999999999986,7.1147472,0,0,62,16,1,Spring-Manchester-Collection
Spring,2023-05-01 00:00:00,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1140.2,0.008299999999999998,9.463659999999999,0.11000000000000007,1.0410026000000006,1,51,76,3,3,Spring-Manchester-Discount
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1519.4,0.013200000000000002,20.056080000000005,0.4945,9.917731560000002,3,43.68,70,5,4.5,Spring-Birmingham-Collection
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Desktop,Discount,795.6000000000001,0.0093,7.3990800000000005,2.0355,15.06082734,5,167.328,40,10,1.5,Spring-Birmingham-Discount
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Collection,1484.8000000000002,0.0119,17.669120000000003,0.7999999999999999,14.135296000000002,3,37.519999999999996,43,20,5,Spring-Birmingham-Collection
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Facebook,Mobile,Discount,1628.6000000000001,0.008399999999999998,13.680239999999998,1.77,24.214024799999997,1,80.64,90,4,5,Spring-Birmingham-Discount
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1009.6000000000001,0.01859,18.768464,1.4719999999999998,27.627179008,2,157.08,56,3,12,Spring-Birmingham-Collection
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,883,0.012650000000000002,11.169950000000002,1.0464999999999998,11.689352674999999,4,292.8,61,0,0,Spring-Birmingham-Discount
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Collection,2146.8,0.01276,27.393168000000003,0.31000000000000005,8.491882080000002,3,51.099999999999994,12,0,3,Spring-Birmingham-Collection
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Instagram,Mobile,Discount,1758.2000000000003,0.011330000000000003,19.92040600000001,1.6400000000000001,32.66946584000002,6,438,82,3,7,Spring-Birmingham-Discount
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Collection,780.6000000000001,0.017300000000000003,13.504380000000005,0.3449999999999999,4.659011100000001,5,226.79999999999998,52,6,3,Spring-Birmingham-Collection
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Desktop,Discount,553.2,0.0057,3.1532400000000003,0.32199999999999995,1.01534328,6,182.4,21,7,1.5,Spring-Birmingham-Discount
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Collection,1849.8000000000002,0.0047,8.69406,0.3699999999999998,3.2168021999999983,0,0,55,2,3,Spring-Birmingham-Collection
Spring,2023-05-02 00:00:00,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1349.4,0.0044,5.937360000000001,0.6799999999999998,4.037404799999999,3,210,28,6,0,Spring-Birmingham-Discount
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Collection,1789.4,0.0187,33.461780000000005,0.36799999999999994,12.313935039999999,0,297.024,38,17,13.5,Spring-London-Collection
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Facebook,Desktop,Discount,1395.2,0.0143,19.95136,1.2879999999999998,25.697351679999997,4,101.472,61,15,6,Spring-London-Discount
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Collection,2373.8,0.012199999999999999,28.96036,0.6300000000000001,18.245026800000005,3,248.64000000000001,84,44,4,Spring-London-Collection
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Facebook,Mobile,Discount,2438.6,0.011,26.824599999999997,1.61,43.187605999999995,4,91.84,115,16,10,Spring-London-Discount
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Collection,1916,0.021890000000000003,41.94124000000001,0.9659999999999997,40.51523784,6,70.55999999999999,65,10,6,Spring-London-Collection
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Instagram,Desktop,Discount,964.5999999999999,0.009789999999999998,9.443433999999998,2.07,19.547908379999996,2,122.39999999999999,98,9,12,Spring-London-Discount
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Collection,1572.2,0.012210000000000004,19.196562000000007,0.8199999999999998,15.741180840000004,5,39.199999999999996,68,12,10,Spring-London-Collection
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Instagram,Mobile,Discount,1909.6000000000004,0.010450000000000003,19.955320000000007,1.8699999999999999,37.31644840000001,7,441,71,22,10,Spring-London-Discount
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Collection,1263.2,0.012300000000000002,15.537360000000003,0.09200000000000004,1.429437120000001,6,384,40,15,9,Spring-London-Collection
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Pinterest,Desktop,Discount,843.2,0.007,5.9024,0.7589999999999997,4.479921599999998,4,81.6,55,0,13.5,Spring-London-Discount
Spring,2023-05-02 00:00:00,London,51.50735,-0.12776,Pinterest,Mobile,Collection,1765.4,0.0047,8.29738,0.6599999999999998,5.476270799999999,2,108,35,16,1,Spring-London-Collection
